country,continent,year,lifeExp,pop,gdpPercap
S1,S1,115,438.915,9856303,115
S1,S1,116,438.691,9870200,116
S1,S1,117,438.691,10045622,117
S1,S1,118,438.61,10199787,118
S1,S1,119,438.61,10311970,119
S1,S1,120,437.883,10392226,120
S1,S1,121,437.883,1738315,121
S1,S1,122,438.531,1925173,122
S1,S1,123,438.531,2151895,123
S1,S1,124,438.228,2427334,124
S1,S1,125,438.228,2761407,125
S1,S1,126,438.727,3168267,126
S1,S1,127,438.727,3641603,127
S1,S1,128,438.796,4243788,128
S1,S1,129,438.796,4981671,129
S1,S1,130,438.917,6066080,130
S1,S1,131,438.917,7026113,131
S1,S1,132,439.048,8078314,132
S1,S1,133,439.048,2883315,133
S1,S1,134,439.064,3211738,134
S1,S1,135,439.064,3593918,135
S1,S1,136,438.932,4040665,136
S1,S1,137,438.932,4565872,137
S1,S1,138,438.831,5079716,138
S1,S1,139,438.831,5642224,139
S1,S1,140,438.898,6156369,140
S1,S1,141,438.898,6893451,141
S1,S1,142,438.666,7693188,142
S1,S1,143,438.666,8445134,143
S1,S1,144,438.415,9119152,144
S1,S1,145,438.415,2791000,145
S1,S1,146,438.308,3076000,146
S1,S1,147,438.308,3349000,147
S1,S1,148,438.298,3585000,148
S1,S1,149,438.298,3819000,149
S1,S1,150,438.681,4086000,150
S1,S1,151,438.681,4172693,151
S1,S1,152,438.762,4338977,152
S1,S1,153,438.762,4256013,153
S1,S1,154,438.745,3607000,154
S1,S1,155,438.745,4165416,155
S1,S1,156,438.668,4552198,156
S1,S1,157,438.668,442308,157
S1,S1,158,438.928,474639,158
S1,S1,159,438.928,512764,159
S1,S1,160,438.763,553541,160
S1,S1,161,438.763,619351,161
S1,S1,162,438.801,781472,162
S1,S1,163,438.801,970347,163
S1,S1,164,438.488,1151184,164
S1,S1,165,438.488,1342614,165
S1,S1,166,438.826,1536536,166
S1,S1,167,438.826,1630347,167
S1,S1,168,438.131,1639131,168
S1,S1,169,438.131,56602560,169
S1,S1,170,439.029,65551171,170
S1,S1,171,439.029,76039390,171
S1,S1,172,438.422,88049823,172
S1,S1,173,438.422,100840058,173
S1,S1,174,438.748,114313951,174
S1,S1,175,438.748,128962939,175
S1,S1,176,438.688,142938076,176
S1,S1,177,438.688,155975974,177
S1,S1,178,438.946,168546719,178
S1,S1,179,438.946,179914212,179
S1,S1,180,438.524,190010647,180
S1,S1,181,438.524,7274900,181
S1,S1,182,438.525,7651254,182
S1,S1,183,438.525,8012946,183
S1,S1,184,438.347,8310226,184
S1,S1,185,438.347,8576200,185
S1,S1,186,438.269,8797022,186
S1,S1,187,438.269,8892098,187
S1,S1,188,438.34,8971958,188
S1,S1,189,438.34,8658506,189
S1,S1,190,438.754,8066057,190
S1,S1,191,438.754,7661799,191
S1,S1,192,438.625,7322858,192
S1,S1,193,438.625,4469979,193
S1,S1,194,438.83,4713416,194
S1,S1,195,438.83,4919632,195
S1,S1,196,438.648,5127935,196
S1,S1,197,438.648,5433886,197
S1,S1,198,438.571,5889574,198
S1,S1,199,438.571,6634596,199
S1,S1,200,438.786,7586551,200
S1,S1,201,438.786,8878303,201
S1,S1,202,438.775,10352843,202
S1,S1,203,438.775,12251209,203
S1,S1,204,438.586,14326203,204
S1,S1,205,438.586,2445618,205
S1,S1,206,438.194,2667518,206
S1,S1,207,438.194,2961915,207
S1,S1,208,439.001,3330989,208
S1,S1,209,439.001,3529983,209
S1,S1,210,439.2,3834415,210
S1,S1,211,439.2,4580410,211
S1,S1,212,438.041,5126023,212
S1,S1,213,438.041,5809236,213
S1,S1,214,436.418,6121610,214
S1,S1,215,436.418,7021078,215
S1,S1,216,435.997,8390505,216
S1,S1,217,435.997,4693836,217
S1,S1,218,436.083,5322536,218
S1,S1,219,436.083,6083619,219
S1,S1,220,437.521,6960067,220
S1,S1,221,437.521,7450606,221
S1,S1,222,438.713,6978607,222
S1,S1,223,438.713,7272485,223
S1,S1,224,438.597,8371791,224
S1,S1,225,438.597,10150094,225
S1,S1,226,438.458,11782962,226
S1,S1,227,438.458,12926707,227
S1,S1,228,438.568,14131858,228
S1,S1,229,438.568,5009067,229
S1,S1,230,438.878,5359923,230
S1,S1,231,438.878,5793633,231
S1,S1,232,438.851,6335506,232
S1,S1,233,438.851,7021028,233
S1,S1,234,437.573,7959865,234
S1,S1,235,437.573,9250831,235
S1,S1,236,436.314,10780667,236
S1,S1,237,436.314,12467171,237
S1,S1,238,435.228,14195809,238
S1,S1,239,435.228,15929988,239
S1,S1,240,433.205,17696293,240
S1,S1,241,433.205,14785584,241
S1,S1,242,431.967,17010154,242
S1,S1,243,431.967,18985849,243
S1,S1,244,431.855,20819767,244
S1,S1,245,431.855,22284500,245
S1,S1,246,432.034,23796400,246
S1,S1,247,432.034,25201900,247
S1,S1,248,431.9,26549700,248
S1,S1,249,431.9,28523502,249
S1,S1,250,431.309,30305843,250
S1,S1,251,431.309,31902268,251
S1,S1,252,431.029,33390141,252
S1,S1,253,431.029,1291695,253
S1,S1,254,430.812,1392284,254
S1,S1,255,430.812,1523478,255
S1,S1,256,430.937,1733638,256
S1,S1,257,430.937,1927260,257
S1,S1,258,432.507,2167533,258
S1,S1,259,432.507,2476971,259
S1,S1,260,433.807,2840009,260
S1,S1,261,433.807,3265124,261
S1,S1,262,435.377,3696513,262
S1,S1,263,435.377,4048013,263
S1,S1,264,436.616,4369038,264
S1,S1,265,436.616,2682462,265
S1,S1,266,437.899,2894855,266
S1,S1,267,437.899,3150417,267
S1,S1,268,439.029,3495967,268
S1,S1,269,439.029,3899068,269
S1,S1,270,439.351,4388260,270
S1,S1,271,439.351,4875118,271
S1,S1,272,439.38,5498955,272
S1,S1,273,439.38,6429417,273
S1,S1,274,438.048,7562011,274
S1,S1,275,438.048,8835739,275
S1,S1,276,437.348,10238807,276
S1,S1,277,437.348,6377619,277
S1,S1,278,438.644,7048426,278
S1,S1,279,438.644,7961258,279
S1,S1,280,439.156,8858908,280
S1,S1,281,439.156,9717524,281
S1,S1,282,439.513,10599793,282
S1,S1,283,439.513,11487112,283
S1,S1,284,439.425,12463354,284
S1,S1,285,439.425,13572994,285
S1,S1,286,439.166,14599929,286
S1,S1,287,439.166,15497046,287
S1,S1,288,438.277,16284741,288
S1,S1,289,438.277,556263527,289
S1,S1,290,438.695,637408000,290
S1,S1,291,438.695,665770000,291
S1,S1,292,438.785,754550000,292
S1,S1,293,438.785,862030000,293
S1,S1,294,439.009,943455000,294
S1,S1,295,439.009,1000281000,295
S1,S1,296,439.133,1084035000,296
S1,S1,297,439.133,1164970000,297
S1,S1,298,438.78,1230075000,298
S1,S1,299,438.78,1280400000,299
S1,S1,300,438.854,1318683096,300
S1,S1,301,438.854,12350771,301
S1,S1,302,438.642,14485993,302
S1,S1,303,438.642,17009885,303
S1,S1,304,438.584,19764027,304
S1,S1,305,438.584,22542890,305
S1,S1,306,438.639,25094412,306
S1,S1,307,438.639,27764644,307
S1,S1,308,438.937,30964245,308
S1,S1,309,438.937,34202721,309
S1,S1,310,439.066,37657830,310
S1,S1,311,439.066,41008227,311
S1,S1,312,439.021,44227550,312
S1,S1,313,439.021,153936,313
S1,S1,314,439.295,170928,314
S1,S1,315,439.295,191689,315
S1,S1,316,439.421,217378,316
S1,S1,317,439.421,250027,317
S1,S1,318,439.334,304739,318
S1,S1,319,439.334,348643,319
S1,S1,320,439.009,395114,320
S1,S1,321,439.009,454429,321
S1,S1,322,438.879,527982,322
S1,S1,323,438.879,614382,323
S1,S1,324,439.002,710960,324
S1,S1,325,439.002,14100005,325
S1,S1,326,439.252,15577932,326
S1,S1,327,439.252,17486434,327
S1,S1,328,438.612,19941073,328
S1,S1,329,438.612,23007669,329
S1,S1,330,438.425,26480870,330
S1,S1,331,438.425,30646495,331
S1,S1,332,438.68,35481645,332
S1,S1,333,438.68,41672143,333
S1,S1,334,438.473,47798986,334
S1,S1,335,438.473,55379852,335
S1,S1,336,438.951,64606759,336
S1,S1,337,438.951,854885,337
S1,S1,338,439.184,940458,338
S1,S1,339,439.184,1047924,339
S1,S1,340,439.089,1179760,340
S1,S1,341,439.089,1340458,341
S1,S1,342,439.322,1536769,342
S1,S1,343,439.322,1774735,343
S1,S1,344,439.194,2064095,344
S1,S1,345,439.194,2409073,345
S1,S1,346,438.894,2800947,346
S1,S1,347,438.894,3328795,347
S1,S1,348,438.91,3800610,348
S1,S1,349,438.91,926317,349
S1,S1,350,438.8,1112300,350
S1,S1,351,438.8,1345187,351
S1,S1,352,438.512,1588717,352
S1,S1,353,438.512,1834796,353
S1,S1,354,438.622,2108457,354
S1,S1,355,438.622,2424367,355
S1,S1,356,438.509,2799811,356
S1,S1,357,438.509,3173216,357
S1,S1,358,438.764,3518107,358
S1,S1,359,438.764,3834934,359
S1,S1,360,438.333,4133884,360
S1,S1,361,438.333,2977019,361
S1,S1,362,438.4,3300000,362
S1,S1,363,438.4,3832408,363
S1,S1,364,438.646,4744870,364
S1,S1,365,438.646,6071696,365
S1,S1,366,439.128,7459574,366
S1,S1,367,439.128,9025951,367
S1,S1,368,439.161,10761098,368
S1,S1,369,439.161,12772596,369
S1,S1,370,438.456,14625967,370
S1,S1,371,438.456,16252726,371
S1,S1,372,438.516,18013409,372
S1,S1,373,438.516,3882229,373
S1,S1,374,438.512,3991242,374
S1,S1,375,438.512,4076557,375
S1,S1,376,438.593,4174366,376
S1,S1,377,438.593,4225310,377
S1,S1,378,438.909,4318673,378
S1,S1,379,438.909,4413368,379
S1,S1,380,438.48,4484310,380
S1,S1,381,438.48,4494013,381
S1,S1,382,438.364,4444595,382
S1,S1,383,438.364,4481020,383
S1,S1,384,438.42,4493312,384
S1,S1,385,438.42,6007797,385
S1,S1,386,438.686,6640752,386
S1,S1,387,438.686,7254373,387
S1,S1,388,438.805,8139332,388
S1,S1,389,438.805,8831348,389
S1,S1,390,439.183,9537988,390
S1,S1,391,439.183,9789224,391
S1,S1,392,439.343,10239839,392
S1,S1,393,439.343,10723260,393
S1,S1,394,439.195,10983007,394
S1,S1,395,439.195,11226999,395
S1,S1,396,439.297,11416987,396
S1,S1,397,439.297,9125183,397
S1,S1,398,439.231,9513758,398
S1,S1,399,439.231,9620282,399
S1,S1,400,439.241,9835109,400
S1,S1,401,439.241,9862158,401
S1,S1,402,439.212,10161915,402
S1,S1,403,439.212,10303704,403
S1,S1,404,439.266,10311597,404
S1,S1,405,439.266,10315702,405
S1,S1,406,439.271,10300707,406
S1,S1,407,439.271,10256295,407
S1,S1,408,439.36,10228744,408
S1,S1,409,439.36,4334000,409
S1,S1,410,438.477,4487831,410
S1,S1,411,438.477,4646899,411
S1,S1,412,438.295,4838800,412
S1,S1,413,438.295,4991596,413
S1,S1,414,438.001,5088419,414
S1,S1,415,438.001,5117810,415
S1,S1,416,438.978,5127024,416
S1,S1,417,438.978,5171393,417
S1,S1,418,438.884,5283663,418
S1,S1,419,438.884,5374693,419
S1,S1,420,439.149,5468120,420
S1,S1,421,439.149,63149,421
S1,S1,422,439.395,71851,422
S1,S1,423,439.395,89898,423
S1,S1,424,439.07,127617,424
S1,S1,425,439.07,178848,425
S1,S1,426,439.279,228694,426
S1,S1,427,439.279,305991,427
S1,S1,428,439.136,311025,428
S1,S1,429,439.136,384156,429
S1,S1,430,439.267,417908,430
S1,S1,431,439.267,447416,431
S1,S1,432,439.471,496374,432
S1,S1,433,439.471,2491346,433
S1,S1,434,439.383,2923186,434
S1,S1,435,439.383,3453434,435
S1,S1,436,439.429,4049146,436
S1,S1,437,439.429,4671329,437
S1,S1,438,439.556,5302800,438
S1,S1,439,439.556,5968349,439
S1,S1,440,439.5,6655297,440
S1,S1,441,439.5,7351181,441
S1,S1,442,439.344,7992357,442
S1,S1,443,439.344,8650322,443
S1,S1,444,439.257,9319622,444
S1,S1,445,439.257,3548753,445
S1,S1,446,439.432,4058385,446
S1,S1,447,439.432,4681707,447
S1,S1,448,439.339,5432424,448
S1,S1,449,439.339,6298651,449
S1,S1,450,439.412,7278866,450
S1,S1,451,439.412,8365850,451
S1,S1,452,439.231,9545158,452
S1,S1,453,439.231,10748394,453
S1,S1,454,439.239,11911819,454
S1,S1,455,439.239,12921234,455
S1,S1,456,439.138,13755680,456
S1,S1,457,439.138,22223309,457
S1,S1,458,439.361,25009741,458
S1,S1,459,439.361,28173309,459
S1,S1,460,439.021,31681188,460
S1,S1,461,439.021,34807417,461
S1,S1,462,438.002,38783863,462
S1,S1,463,438.002,45681811,463
S1,S1,464,439.26,52799062,464
S1,S1,465,439.26,59402198,465
S1,S1,466,439.873,66134291,466
S1,S1,467,439.873,73312559,467
S1,S1,468,439.779,80264543,468
S1,S1,469,439.779,2042865,469
S1,S1,470,439.69,2355805,470
S1,S1,471,439.69,2747687,471
S1,S1,472,439.521,3232927,472
S1,S1,473,439.521,3790903,473
S1,S1,474,439.436,4282586,474
S1,S1,475,439.436,4474873,475
S1,S1,476,439.182,4842194,476
S1,S1,477,439.182,5274649,477
S1,S1,478,439.339,5783439,478
S1,S1,479,439.339,6353681,479
S1,S1,480,439.509,6939688,480
S1,S1,481,439.509,216964,481
S1,S1,482,439.366,232922,482
S1,S1,483,439.366,249220,483
S1,S1,484,439.312,259864,484
S1,S1,485,439.312,277603,485
S1,S1,486,439.335,192675,486
S1,S1,487,439.335,285483,487
S1,S1,488,438.729,341244,488
S1,S1,489,438.729,387838,489
S1,S1,490,439.179,439971,490
S1,S1,491,439.179,495627,491
S1,S1,492,439.121,551201,492
S1,S1,493,439.121,1438760,493
S1,S1,494,439.581,1542611,494
S1,S1,495,439.581,1666618,495
S1,S1,496,439.225,1820319,496
S1,S1,497,439.225,2260187,497
S1,S1,498,438.786,2512642,498
S1,S1,499,438.786,2637297,499
S1,S1,500,438.66,2915959,500
S1,S1,501,438.66,3668440,501
S1,S1,502,438.579,4058319,502
S1,S1,503,438.579,4414865,503
S1,S1,504,437.939,4906585,504
S1,S1,505,437.939,20860941,505
S1,S1,506,438.424,22815614,506
S1,S1,507,438.424,25145372,507
S1,S1,508,438.226,27860297,508
S1,S1,509,438.226,30770372,509
S1,S1,510,438.666,34617799,510
S1,S1,511,438.666,38111756,511
S1,S1,512,438.636,42999530,512
S1,S1,513,438.636,52088559,513
S1,S1,514,439.34,59861301,514
S1,S1,515,439.34,67946797,515
S1,S1,516,439.34,76511887,516
S1,S1,517,439.541,4090500,517
S1,S1,518,439.514,4324000,518
S1,S1,519,439.514,4491443,519
S1,S1,520,439.551,4605744,520
S1,S1,521,439.551,4639657,521
S1,S1,522,439.051,4738902,522
S1,S1,523,439.051,4826933,523
S1,S1,524,439.194,4931729,524
S1,S1,525,439.194,5041039,525
S1,S1,526,439.328,5134406,526
S1,S1,527,439.328,5193039,527
S1,S1,528,439.257,5238460,528
S1,S1,529,439.257,42459667,529
S1,S1,530,439.423,44310863,530
S1,S1,531,439.423,47124000,531
S1,S1,532,439.218,49569000,532
S1,S1,533,439.218,51732000,533
S1,S1,534,439.246,53165019,534
S1,S1,535,439.246,54433565,535
S1,S1,536,439.246,55630100,536
S1,S1,537,439.307,57374179,537
S1,S1,538,439.307,58623428,538
S1,S1,539,439.343,59925035,539
S1,S1,540,439.22,61083916,540
S1,S1,541,439.22,420702,541
S1,S1,542,439.282,434904,542
S1,S1,543,439.282,455661,543
S1,S1,544,439.235,489004,544
S1,S1,545,439.235,537977,545
S1,S1,546,439.005,706367,546
S1,S1,547,439.005,753874,547
S1,S1,548,438.956,880397,548
S1,S1,549,438.956,985739,549
S1,S1,550,439.351,1126189,550
S1,S1,551,439.351,1299304,551
S1,S1,552,439.217,1454867,552
S1,S1,553,439.217,284320,553
S1,S1,554,439.273,323150,554
S1,S1,555,439.273,374020,555
S1,S1,556,439.417,439593,556
S1,S1,557,439.417,517101,557
S1,S1,558,439.006,608274,558
S1,S1,559,439.006,715523,559
S1,S1,560,439.233,848406,560
S1,S1,561,439.233,1025384,561
S1,S1,562,439.288,1235767,562
S1,S1,563,439.288,1457766,563
S1,S1,564,439.272,1688359,564
S1,S1,565,439.272,69145952,565
S1,S1,566,439.109,71019069,566
S1,S1,567,439.109,73739117,567
S1,S1,568,439.132,76368453,568
S1,S1,569,439.132,78717088,569
S1,S1,570,439.037,78160773,570
S1,S1,571,439.037,78335266,571
S1,S1,572,439.003,77718298,572
S1,S1,573,439.003,80597764,573
S1,S1,574,438.677,82011073,574
S1,S1,575,438.677,82350671,575
S1,S1,576,439.071,82400996,576
S1,S1,577,439.071,5581001,577
S1,S1,578,439.023,6391288,578
S1,S1,579,439.023,7355248,579
S1,S1,580,438.949,8490213,580
S1,S1,581,438.949,9354120,581
S1,S1,582,437.488,10538093,582
S1,S1,583,437.488,11400338,583
S1,S1,584,436.485,14168101,584
S1,S1,585,436.485,16278738,585
S1,S1,586,436.751,18418288,586
S1,S1,587,436.751,20550751,587
S1,S1,588,437.922,22873338,588
S1,S1,589,437.922,7733250,589
S1,S1,590,438.885,8096218,590
S1,S1,591,438.885,8448233,591
S1,S1,592,439.376,8716441,592
S1,S1,593,439.376,8888628,593
S1,S1,594,439.699,9308479,594
S1,S1,595,439.699,9786480,595
S1,S1,596,439.406,9974490,596
S1,S1,597,439.406,10325429,597
S1,S1,598,439.47,10502372,598
S1,S1,599,439.47,10603863,599
S1,S1,600,439.426,10706290,600
S1,S1,601,439.426,3146381,601
S1,S1,602,439.364,3640876,602
S1,S1,603,439.364,4208858,603
S1,S1,604,439.162,4690773,604
S1,S1,605,439.162,5149581,605
S1,S1,606,439.312,5703430,606
S1,S1,607,439.312,6395630,607
S1,S1,608,439.637,7326406,608
S1,S1,609,439.637,8486949,609
S1,S1,610,439.629,9803875,610
S1,S1,611,439.629,11178650,611
S1,S1,612,439.522,12572928,612
S1,S1,613,439.522,2664249,613
S1,S1,614,439.536,2876726,614
S1,S1,615,439.536,3140003,615
S1,S1,616,439.113,3451418,616
S1,S1,617,439.113,3811387,617
S1,S1,618,438.918,4227026,618
S1,S1,619,438.918,4710497,619
S1,S1,620,437.671,5650262,620
S1,S1,621,437.671,6990574,621
S1,S1,622,437.827,8048834,622
S1,S1,623,437.827,8807818,623
S1,S1,624,438.875,9947814,624
S1,S1,625,438.875,580653,625
S1,S1,626,440.194,601095,626
S1,S1,627,440.194,627820,627
S1,S1,628,439.528,601287,628
S1,S1,629,439.528,625361,629
S1,S1,630,439.46,745228,630
S1,S1,631,439.46,825987,631
S1,S1,632,439.453,927524,632
S1,S1,633,439.453,1050938,633
S1,S1,634,439.161,1193708,634
S1,S1,635,439.161,1332459,635
S1,S1,636,439.164,1472041,636
S1,S1,637,439.164,3201488,637
S1,S1,638,439.144,3507701,638
S1,S1,639,439.144,3880130,639
S1,S1,640,439.042,4318137,640
S1,S1,641,439.042,4698301,641
S1,S1,642,439.156,4908554,642
S1,S1,643,439.156,5198399,643
S1,S1,644,439.271,5756203,644
S1,S1,645,439.271,6326682,645
S1,S1,646,439.161,6913545,646
S1,S1,647,439.161,7607651,647
S1,S1,648,439.224,8502814,648
S1,S1,649,439.224,1517453,649
S1,S1,650,439.217,1770390,650
S1,S1,651,439.217,2090162,651
S1,S1,652,439.237,2500689,652
S1,S1,653,439.237,2965146,653
S1,S1,654,438.783,3055235,654
S1,S1,655,438.783,3669448,655
S1,S1,656,438.726,4372203,656
S1,S1,657,438.726,5077347,657
S1,S1,658,438.432,5867957,658
S1,S1,659,438.432,6677328,659
S1,S1,660,438.347,7483763,660
S1,S1,661,438.347,2125900,661
S1,S1,662,439.222,2736300,662
S1,S1,663,439.222,3305200,663
S1,S1,664,438.761,3722800,664
S1,S1,665,438.761,4115700,665
S1,S1,666,439.077,4583700,666
S1,S1,667,439.077,5264500,667
S1,S1,668,438.974,5584510,668
S1,S1,669,438.974,5829696,669
S1,S1,670,438.835,6495918,670
S1,S1,671,438.835,6762476,671
S1,S1,672,438.914,6980412,672
S1,S1,673,438.914,9504000,673
S1,S1,674,438.859,9839000,674
S1,S1,675,438.859,10063000,675
S1,S1,676,438.541,10223422,676
S1,S1,677,438.541,10394091,677
S1,S1,678,438.979,10637171,678
S1,S1,679,438.979,10705535,679
S1,S1,680,439.262,10612740,680
S1,S1,681,439.262,10348684,681
S1,S1,682,439.768,10244684,682
S1,S1,683,439.768,10083313,683
S1,S1,684,439.961,9956108,684
S1,S1,685,439.961,147962,685
S1,S1,686,439.784,165110,686
S1,S1,687,439.784,182053,687
S1,S1,688,439.645,198676,688
S1,S1,689,439.645,209275,689
S1,S1,690,439.476,221823,690
S1,S1,691,439.476,233997,691
S1,S1,692,439.459,244676,692
S1,S1,693,439.459,259012,693
S1,S1,694,439.44,271192,694
S1,S1,695,439.44,288030,695
S1,S1,696,439.368,301931,696
S1,S1,697,439.368,372000000,697
S1,S1,698,439.075,409000000,698
S1,S1,699,439.075,454000000,699
S1,S1,700,439.44,506000000,700
S1,S1,701,439.44,567000000,701
S1,S1,702,439.612,634000000,702
S1,S1,703,439.612,708000000,703
S1,S1,704,439.585,788000000,704
S1,S1,705,439.585,872000000,705
S1,S1,706,439.642,959000000,706
S1,S1,707,439.642,1034172547,707
S1,S1,708,438.783,1110396331,708
S1,S1,709,438.783,82052000,709
S1,S1,710,438.131,90124000,710
S1,S1,711,438.131,99028000,711
S1,S1,712,438.318,109343000,712
S1,S1,713,438.318,121282000,713
S1,S1,714,438.793,136725000,714
S1,S1,715,438.793,153343000,715
S1,S1,716,439.791,169276000,716
S1,S1,717,439.791,184816000,717
S1,S1,718,439.784,199278000,718
S1,S1,719,439.784,211060000,719
S1,S1,720,439.745,223547000,720
S1,S1,721,439.745,17272000,721
S1,S1,722,439.695,19792000,722
S1,S1,723,439.695,22874000,723
S1,S1,724,439.496,26538000,724
S1,S1,725,439.496,30614000,725
S1,S1,726,439.652,35480679,726
S1,S1,727,439.652,43072751,727
S1,S1,728,439.643,51889696,728
S1,S1,729,439.643,60397973,729
S1,S1,730,439.629,63327987,730
S1,S1,731,439.629,66907826,731
S1,S1,732,439.572,69453570,732
S1,S1,733,439.572,5441766,733
S1,S1,734,439.567,6248643,734
S1,S1,735,439.567,7240260,735
S1,S1,736,439.414,8519282,736
S1,S1,737,439.414,10061506,737
S1,S1,738,439.451,11882916,738
S1,S1,739,439.451,14173318,739
S1,S1,740,439.235,16543189,740
S1,S1,741,439.235,17861905,741
S1,S1,742,439.609,20775703,742
S1,S1,743,439.609,24001816,743
S1,S1,744,439.229,27499638,744
S1,S1,745,439.229,2952156,745
S1,S1,746,439.341,2878220,746
S1,S1,747,439.341,2830000,747
S1,S1,748,439.446,2900100,748
S1,S1,749,439.446,3024400,749
S1,S1,750,439.32,3271900,750
S1,S1,751,439.32,3480000,751
S1,S1,752,439.081,3539900,752
S1,S1,753,439.081,3557761,753
S1,S1,754,438.49,3667233,754
S1,S1,755,438.49,3879155,755
S1,S1,756,437.597,4109086,756
S1,S1,757,437.597,1620914,757
S1,S1,758,436.702,1944401,758
S1,S1,759,436.702,2310904,759
S1,S1,760,437.13,2693585,760
S1,S1,761,437.13,3095893,761
S1,S1,762,439.268,3495918,762
S1,S1,763,439.268,3858421,763
S1,S1,764,440.036,4203148,764
S1,S1,765,440.036,4936550,765
S1,S1,766,439.763,5531387,766
S1,S1,767,439.763,6029529,767
S1,S1,768,439.455,6426679,768
S1,S1,769,439.455,47666000,769
S1,S1,770,439.357,49182000,770
S1,S1,771,439.357,50843200,771
S1,S1,772,439.368,52667100,772
S1,S1,773,439.368,54365564,773
S1,S1,774,439.186,56059245,774
S1,S1,775,439.186,56535636,775
S1,S1,776,439.186,56729703,776
S1,S1,777,439.355,56840847,777
S1,S1,778,439.355,57479469,778
S1,S1,779,439.209,57926999,779
S1,S1,780,439.226,58147733,780
